,brand,name,price,spec_rating,processor,CPU,Ram,ROM,ROM_type,GPU,display_size,resolution,OS,warranty
775,Dell,Alienware x15 R2 D569947WIN9 Gaming Laptop,304990,78.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB LPDDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
776,Asus,Vivobook Go 14 2023 E1404FA-NK325WS Laptop,33990,,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB LPDDR5 ,512GB,SSD,AMD Radeon AMD,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
777,Ultimus,Elite NU14U3INF56BN-CS Laptop,28990,,10th Gen Intel Core i5 1035G4,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated Iris,14.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
778,Acer,Aspire 3 Spin 14 NX.KENSI.002 Laptop,39900,,Intel Core i3 N305,"Octa Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
779,Lenovo,IdeaPad 3 15ITL6 82H803GSIN Laptop,36490,60.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
780,Lenovo,IdeaPad Slim 5 82XD003NIN Laptop,68990,62.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB  LPDDR5 ,512GB,SSD,Integrated Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
781,Lenovo,IdeaPad Slim 5i 82XD0040IN Laptop,87490,62.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Integrated UHD,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
782,Dell,Inspiron 3530 2023 Laptop,44990,,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB DDR4 ,1TB,SSD,Intel Integrated UHD,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
783,Lenovo,Yoga 7 Flip 82YL005YIN Laptop,107990,75.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,14inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
784,Dell,Inspiron 3535 2023 Laptop,46900,,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB LPDDR5 ,1TB,SSD,AMD Radeon Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
785,Dell,Inspiron 13 5330 Laptop,98890,63.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5  ,1TB,SSD,Intel Iris Xe Graphics,13.3inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
786,Dell,Inspiron 7430 2023 2 in 1 Laptop,76990,,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB LPDDR5 ,1TB,SSD,Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
787,Dell,Inspiron 5330 2023 Laptop,86990,62.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5  ,1TB,SSD,Intel Iris Xe Graphics,13.3inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
788,Dell,Inspiron 7430 2 in 1 Touch Laptop,86990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5 ,1TB,SSD,Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
789,Dell,Vostro 3430 VN3430RHXFG001ORB1 Laptop,58490,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
790,HP,Victus 15-FB0142AX Gaming Laptop,69199,71.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
791,MSI,Thin GF63 11SC-1494IN Gaming Laptop,45990,65.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
792,MSI,Thin GF63 12VF-663IN Gaming Laptop,94990,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB DDR4 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
793,MSI,Katana 17 B12VFK-668IN Gaming Laptop,97990,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,17.3inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
794,MSI,Pulse 17 B13VGK-652IN Gaming Laptop,179990,83.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4070,17.3inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
795,MSI,Pulse 17 B13VGK-666IN Gaming Laptop,125990,76.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",8GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,17.3inches,2560x1440pixels,Windows 11 OS,2 Year Warranty
796,MSI,Thin GF63 11UCX-1497IN Gaming Laptop,47990,69.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
797,HP,Victus  15-fa1060TX  Gaming Laptop,116463,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB DDR4 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
798,HP,Victus 15-fa1064TX Gaming Laptop,109990,72.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB DDR4 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
799,HP,Omen 16-wf0052TX Gaming Laptop,153625,75.0,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
800,HP,Omen 16-u0023TX Gaming Laptop,270129,86.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16.1inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
801,Gigabyte,Aorus 15 9SF Gaming Laptop,149990,83.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6inches,2560x1440pixels,Windows 11  OS,2 Year Warranty
802,Lenovo,IdeaPad Slim 5 82XE004RIN Laptop,58990,64.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Integrated SoC,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
803,HP,Envy x360 13-bf0141tu Laptop,107190,67.0,12th Gen Intel Core i7 1250U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR4X ,512GB,SSD,Intel Integrated Iris Xe,13.3inches,2880x1800pixels,Windows 11 OS,1 Year Warranty
804,Chuwi,CoreBook X Pro Laptop,32999,,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",16GB LPDDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
805,Lenovo,IdeaPad Slim 3 82XQ008VIN Laptop,44990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB  LPDDR5 ,512GB,SSD,AMD Integrated SoC,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
806,HP,Omen 16-wd0770TX Gaming Laptop,102090,72.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
807,HP,Dragonfly G4 Laptop,231746,71.0,13th Gen Intel Core i7 1365U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,13.5inches,1920x1280pixels,Windows 11 OS,1 Year Warranty
808,Asus,Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,81990,72.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
809,Dell,Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,36890,,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
810,Asus,VivoBook 15 X1500EA-EJ326WS Laptop,37990,,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB DDR4  ,512GB,SSD,Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
811,Lenovo,LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop,87990,71.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
812,HP,Pavilion x360 14-ek1074TU Laptop,77990,67.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
813,Gigabyte,Aorus 15 9KF Gaming Laptop,117574,80.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
814,Lenovo,LOQ 15APH8 82XT004JIN 2023 Gaming Laptop,97990,73.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
815,MSI,Vector GP68HX 13VH-072IN Gaming Laptop,284990,89.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32GB DDR5 ,1TB,SSD,12GB NVIDIA GeForce RTX 4080,16inches,2560x1600pixels,Windows 11 OS,2 Year Warranty
816,MSI,Vector GP78HX 13VI-409IN Gaming Laptop,344990,,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",32GB DDR5 ,2TB,SSD,16GB NVIDIA GeForce RTX 4090,17inches,2560x1600pixels,Windows 11 OS,2 Year Warranty
817,HP,Omen 16-wf0111TX Gaming Laptop,146599,77.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
818,Acer,Aspire 5 A515-56G NX.AT2SI.001 Laptop,44990,65.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,2GB NVIDIA GeForce MX450,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
819,Lenovo,IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop,57990,67.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon Graphics,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
820,HP,Omen 16-xf0059AX Gaming Laptop,128599,73.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
821,Asus,Vivobook Go 15 E510MA-EJ001W Laptop,21990,,intel Celeron  N4020,"Dual Core, 2 Threads",4GB DDR4 ,256GB,SSD,Integrated Intel UHD Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
822,HP,Omen 16-wf0055TX Gaming Laptop,151990,77.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16.1inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
823,Infinix,INBook X2 Plus Laptop,52990,62.0,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",16GB LPDDR4X ,1TB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
824,Lenovo,ThinkBook 14s Yoga 20WEA00WIH Laptop,119888,75.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB DDR4 ,1TB,SSD,Intel Integrated,14inches,1920x1080pixels,Windows 10 OS,1 Year Warranty
825,HP,255 G8 Laptop,22990,,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4GB DDR4 ,256GB,SSD,‎AMD Integrated,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
826,Lenovo,Yoga 6 83B2006BIN Laptop,76888,67.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB LPDDR4X ,512GB,SSD,AMD Radeon Graphics,13.3inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
827,Dell,XPS 15 9530 Laptop,256990,85.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,6GB NVIDIA RTX 4050,15.6inches,3456x2160pixels,Windows 11 OS,1 Year Warranty
828,Dell,Inspiron 5330 Laptop,83090,60.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5  ,512GB,SSD,Intel Iris Xe Graphics,13.3inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
829,Dell,Inspiron 5518 D560667WIN9S Laptop,67999,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB DDR4 ,512GB,SSD,2GB NVIDIA GeForce MX450,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
830,Acer,Nitro 5 AN515-58 NH.QFHSI.007 Gaming Laptop,96256,72.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
831,MSI,Prestige 14 Evo B12M-472IN Laptop,77990,63.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5  ,512GB,SSD,Intel Integrated Iris Xe,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
832,Lenovo,IdeaPad Slim 5i 82XF003DIN Laptop,85888,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB  LPDDR5 ,512GB,SSD,Integrated Intel Iris Xe Graphics,16inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
833,Lenovo,Legion Y9000X Laptop,150000,64.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",1GB SSD,8GB,NVIDIA,"16inches, 3200x2000pixels",Windows OS,,Backlit Keyboard,
834,Dell,Alienware X16 R1 2023 Gaming Laptop,323290,85.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32GB DDR5 ,1TB,SSD,12GB NVIDIA GeForce RTX 4080,16inches,3200x1800pixels,Windows 11 OS,1 Year Warranty
835,Dell,Inspiron 5425 Laptop,67990,65.0,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon Radeon,14inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
836,MSI,Prestige 13 Evo B12M-085IN Laptop,82990,65.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB LPDDR5 ,512GB,SSD,Intel Integrated Iris Xe,13.3inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
837,Dell,Alienware m16 2023 Gaming Laptop,199990,80.0,7th Gen Amd Ryzen 7 7745HX,"Octa Core, 16 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GEFORCE RTX 4060,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
838,Gigabyte,Aero 16 XE5 OLED Laptop,189999,77.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 3070Ti,16inches,3840x2400pixels,Windows 11  OS,2 Year Warranty
839,Lenovo,Yoga 6 83B2005TIN Laptop,73990,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon,13.3inches,1920x1200pixels,Windows 11 OS,3 Year Warranty
840,Asus,Vivobook Pro 15 M6500QC-LK542WS Laptop,67990,70.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
841,Asus,ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop,142990,82.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB DDR4 ,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
842,Lenovo,IdeaPad Flex 5 82R900D9IN Laptop,64990,72.0,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
843,Asus,Vivobook 16X 2023 K3605ZF-MBN741WS Laptop,84800,75.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 2050,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
844,Lenovo,IdeaPad Slim 3 82XQ008GIN Laptop,41990,,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB  LPDDR5 ,512GB,SSD,AMD Integrated SoC,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
845,Lenovo,IdeaPad Flex 5 82XX007KIN Laptop,64990,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB LPDDR4X ,512GB,SSD,AMD Radeon AMD,14inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
846,Acer,Nitro 16 ‎AN16-41 Gaming Laptop,129990,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
847,Acer,Nitro 16 ‎AN16-41 2023 Gaming Laptop,114990,78.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",8GB DDR5 ,512GB,SSD,8GB NVIDIA GeForce RTX 4060,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
848,Acer,Aspire 5 2023 A515-58M Gaming Laptop,80000,,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",8GB LPDDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
849,Acer,Aspire 5 15 A515-58M Gaming Laptop,54990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5 ,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
850,LG,Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop,98999,67.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1200x1920pixels,Windows 11 OS,1 Year Warranty
851,Dell,Latitude 5420 Business Laptop,69990,62.0,10th Gen Intel Core i5 10310U,"Quad Core, 8 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,14inches,1920x1080pixels,Windows 10  OS,1 Year Warranty
852,Asus,Vivobook Pro 15 M6500QC-LK742WS Laptop,76990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB DDR4 ,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
853,Fujitsu,UH-X ‎4ZR1L12857 Laptop,74990,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
854,Fujitsu,UH-X ‎4ZR1L12856 Laptop,89990,73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1920x1200pixels,Windows 11 OS,2 Year Warranty
855,HP,15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),29999,,Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",8GB DDR4 ,512GB,SSD,Intel Integrated UHD Graphics,15.6inches,1366x768pixels,Windows 11  OS,1 Year Warranty
856,HP,ZBook Firefly 16 G9 2023 Workstation Laptop,97705,67.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB DDR5 ,512GB,SSD,4GB NVIDIA RTX A500 ,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
857,HP,ZBook Studio G9 16 Workstation WQUXGA Laptop,240707,89.0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 3060,16inches,3840x2400pixels,Windows 11 OS,1 Year Warranty
858,HP,ZBook Studio G9 WUXGA Workstation Laptop,234990,83.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
859,HP,ZBook Studio G9 16 WUXGA Workstation Laptop,209990,80.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 3060,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
860,HP,ZBook Studio G9 2023 Workstation WQUXGA Laptop,390914,,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB DDR5 ,1TB,SSD,12GB NVIDIA GeForce RTX 3080 Ti,16inches,3840x2400pixels,Windows 11 OS,1 Year Warranty
861,HP,ZBook Studio G9 Workstation WQUXGA Laptop,172588,84.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,6GB NVIDIA GeForce RTX 3060,16inches,3840x2400pixels,Windows 11 OS,1 Year Warranty
862,HP,ZBook Studio G9 WUXGA 16 Workstation Laptop,276027,,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32GB DDR5 ,1TB,SSD,16GB NVIDIA GeForce RTX 3080 Ti ,16inches,,Windows 11 OS,1 Year Warranty
863,HP,ZBook Studio G9 Workstation Laptop,254657,86.0,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16GB DDR5 ,1TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti ,16inches,3840x2400pixels,Windows 11 OS,1 Year Warranty
864,LG,gram360 16 Laptop,152499,78.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,1TB,SSD,Intel Iris Xe Graphics ,16inches,1600x2560pixels,Windows 11 OS,1 Year Warranty
865,Lenovo,IdeaPad 1 82V6005CIN Laptop,23990,,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4GB DDR4  ,256GB,SSD,Intel UHD Graphics 600,11.6inches,1366x768pixels,Windows 11 OS,1 Year Warranty
866,Asus,ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop,119990,71.0,6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 3050 ,14inches,2560x1600pixels,Windows 11 OS,1 Year Warranty
867,LG,UltraPC 16 ‎16U70R-G.AH56A2 Laptop,78299,72.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB DDR4 ,512GB,SSD,AMD Radeon 7 Graphics,16inches,1920x1200pixels,Windows 11 OS,1 Year Warranty
868,HP,Chromebook 15a-nb0002TU Laptop,40990,,Intel Core i3 N305,8 Threads,8GB  ,256GB,SSD,Intel Integrated UHD Graphics,15.6inches,1366x768pixels,Chrome OS,1 Year Warranty
869,LG,Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop,115990,69.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB LPDDR5 ,512GB,SSD,Intel Iris Xe Graphics,14inches,1200x1920pixels,Windows 11 OS,1 Year Warranty
870,Asus,Vivobook 15 2023 X1504VA-NJ544WS Laptop,61990,65.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB DDR4 ,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
871,HP,255 G8 6E3Z0PA Laptop,26999,,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB DDR4 ,512GB,SSD,AMD Radeon Graphics,15.6inches,1366x768pixels,DOS OS,1 Year Warranty
872,HP,Omen 16-wd0990TX Gaming Laptop,103099,73.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB DDR5 ,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.1inches,2560x1440pixels,Windows 11 OS,1 Year Warranty
873,Infinix,Zerobook 13 ZL513 2023 Laptop,64990,63.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB LPDDR5X ,1TB,SSD,Intel Integrated Iris Xe,15.6inches,1920x1080pixels,Windows 11 OS,1 Year Warranty
874,Lenovo,S14 Gen 3 82TW001CIH Laptop,47990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB DDR4 ,512GB,SSD,Intel UHD Graphics,14inches,1920x1080pixels,Windows 11 OS,2 Year Warranty
